-0.21224490 -0.76734694 0.63386922
-0.17959184 -0.76734694 0.62107455
-0.14693878 -0.76734694 0.61041233
-0.11428571 -0.76734694 0.60188255
-0.08163265 -0.76734694 0.59548521
-0.04897959 -0.76734694 0.59122032
-0.01632653 -0.76734694 0.58908788
0.01632653 -0.76734694 0.58908788
0.04897959 -0.76734694 0.59122032
0.08163265 -0.76734694 0.59548521
0.11428571 -0.76734694 0.60188255
0.14693878 -0.76734694 0.61041233
0.17959184 -0.76734694 0.62107455
0.21224490 -0.76734694 0.63386922
-0.31020408 -0.73469388 0.63600167
-0.27755102 -0.73469388 0.61680966
-0.24489796 -0.73469388 0.59975010
-0.21224490 -0.73469388 0.58482299
-0.17959184 -0.73469388 0.57202832
-0.14693878 -0.73469388 0.56136610
-0.11428571 -0.73469388 0.55283632
-0.08163265 -0.73469388 0.54643898
-0.04897959 -0.73469388 0.54217409
-0.01632653 -0.73469388 0.54004165
0.01632653 -0.73469388 0.54004165
0.04897959 -0.73469388 0.54217409
0.08163265 -0.73469388 0.54643898
0.11428571 -0.73469388 0.55283632
0.14693878 -0.73469388 0.56136610
0.17959184 -0.73469388 0.57202832
0.21224490 -0.73469388 0.58482299
0.24489796 -0.73469388 0.59975010
0.27755102 -0.73469388 0.61680966
0.31020408 -0.73469388 0.63600167
-0.37551020 -0.70204082 0.63386922
-0.34285714 -0.70204082 0.61041233
-0.31020408 -0.70204082 0.58908788
-0.27755102 -0.70204082 0.56989588
-0.24489796 -0.70204082 0.55283632
-0.21224490 -0.70204082 0.53790920
-0.17959184 -0.70204082 0.52511454
-0.14693878 -0.70204082 0.51445231
-0.11428571 -0.70204082 0.50592253
-0.08163265 -0.70204082 0.49952520
-0.04897959 -0.70204082 0.49526031
-0.01632653 -0.70204082 0.49312786
0.01632653 -0.70204082 0.49312786
0.04897959 -0.70204082 0.49526031
0.08163265 -0.70204082 0.49952520
0.11428571 -0.70204082 0.50592253
0.14693878 -0.70204082 0.51445231
0.17959184 -0.70204082 0.52511454
0.21224490 -0.70204082 0.53790920
0.24489796 -0.70204082 0.55283632
0.27755102 -0.70204082 0.56989588
0.31020408 -0.70204082 0.58908788
0.34285714 -0.70204082 0.61041233
0.37551020 -0.70204082 0.63386922
-0.40816327 -0.66938776 0.61467722
-0.37551020 -0.66938776 0.58908788
-0.34285714 -0.66938776 0.56563099
-0.31020408 -0.66938776 0.54430654
-0.27755102 -0.66938776 0.52511454
-0.24489796 -0.66938776 0.50805498
